     0.000  -264.240939850  -264.101170038  -264.087606597  -264.035412633  -264.026764047  -264.015242398  -264.000036630  -263.978594869  -263.967471215  -263.953400266  -264.035412633  -264.003549413
     0.500  -264.239637698  -264.100283154  -264.087857105  -264.033886310  -264.024695672  -264.015041624  -263.999850555  -263.977170341  -263.966087847  -263.949967388  -264.033886310  -264.003531063
     1.000  -264.238453480  -264.099489581  -264.087862094  -264.032694375  -264.023057231  -264.014952535  -263.999666286  -263.975169186  -263.964347979  -263.947323854  -264.032694375  -264.003489289
     1.500  -264.238069057  -264.099371591  -264.088332094  -264.032502886  -264.022493840  -264.015662140  -264.000120850  -263.973357787  -263.962969487  -263.945635566  -264.032502886  -264.003453291
     2.000  -264.239025087  -264.100377600  -264.089851858  -264.033833024  -264.023492866  -264.017728367  -264.001724036  -263.972434823  -263.962604379  -263.945344323  -264.033833024  -264.003471085
     2.500  -264.241055513  -264.102172462  -264.092199063  -264.036396682  -264.025729455  -264.020908679  -264.004192146  -263.972337095  -263.963164831  -263.946587578  -264.036396682  -264.003553846
     3.000  -264.242947955  -264.103508520  -264.094188891  -264.038960902  -264.027943822  -264.024004294  -264.006303247  -263.972078967  -263.963643160  -263.948195581  -264.038960902  -264.003651811
     3.500  -264.243267956  -264.102959766  -264.094382106  -264.040073218  -264.028689380  -264.025549885  -264.006620675  -263.970485063  -263.962754843  -263.948307948  -264.040073218  -264.003696839
     4.000  -264.241350118  -264.099925852  -264.092062231  -264.039055372  -264.027378274  -264.024746287  -264.004482709  -263.967187656  -263.959837791  -263.946078476  -264.039055372  -264.003658903
     4.500  -264.237735932  -264.095095998  -264.087657200  -264.036441870  -264.024737210  -264.021879582  -264.000440393  -263.962982541  -263.955314427  -263.942520884  -264.036441870  -264.003564373
     5.000  -264.233794777  -264.090054936  -264.082379104  -264.033602827  -264.022162395  -264.018220294  -263.995880380  -263.959242772  -263.950530977  -263.943037422  -264.033602827  -264.003473089
     5.500  -264.230850471  -264.086299939  -264.077458419  -264.031873821  -264.020800514  -264.015212412  -263.992157355  -263.957020222  -263.946961932  -263.945615437  -264.031873821  -264.003436164
     6.000  -264.229429044  -264.084386071  -264.073485854  -264.031804401  -264.021042362  -264.013489640  -263.989841449  -263.956527083  -263.950056997  -263.945284730  -264.031804401  -264.003461321
     6.500  -264.229125713  -264.083849015  -264.070209871  -264.033025801  -264.022409288  -264.012730986  -263.988585209  -263.957496750  -263.955234094  -263.945171761  -264.033025801  -264.003514942
     7.000  -264.229078407  -264.083765694  -264.066921273  -264.034721147  -264.023989609  -264.012161471  -263.987596017  -263.961981002  -263.956977949  -263.945717221  -264.034721147  -264.003555727
     7.500  -264.228577446  -264.083385271  -264.063034965  -264.036226699  -264.025038000  -264.011168069  -263.986241002  -263.966846545  -263.956793400  -263.946014088  -264.036226699  -264.003565340
     8.000  -264.227375219  -264.082437350  -264.058407333  -264.037330860  -264.025281859  -264.009600187  -263.984357442  -263.970576078  -263.955660262  -263.945523328  -264.037330860  -264.003550912
     8.500  -264.225632710  -264.081069316  -264.053290134  -264.038207843  -264.024871513  -264.007705168  -263.982214366  -263.973127728  -263.953992722  -263.945158919  -264.038207843  -264.003529086
     9.000  -264.223675393  -264.079600398  -264.048091894  -264.039170995  -264.024134641  -264.005876474  -263.980305191  -263.974645060  -263.952261781  -263.944361778  -264.039170995  -264.003516506
     9.500  -264.221741568  -264.078265955  -264.043142052  -264.040411209  -264.023318363  -264.004393931  -263.979121420  -263.975124195  -263.950661640  -263.943200424  -264.040411209  -264.003538578
    10.000  -264.219832483  -264.077067968  -264.041967585  -264.038427523  -264.022433481  -264.003272015  -263.978594108  -263.974647231  -263.949012739  -263.941821263  -264.038427523  -264.002958808
    10.500  -264.218437407  -264.076487258  -264.043617559  -264.035500736  -264.021917082  -264.003059534  -263.978059335  -263.973967298  -263.947869029  -263.940747745  -264.035500736  -264.002968814
    11.000  -264.217364892  -264.076350381  -264.045173356  -264.034124304  -264.021625858  -264.003463606  -263.977366073  -263.972749623  -263.947057434  -263.939906016  -264.045173356  -264.002983688
    11.500  -264.215563841  -264.075825634  -264.046182893  -264.032889559  -264.020684373  -264.003595570  -263.976501762  -263.969357326  -263.945553685  -263.938461433  -264.046182893  -264.002965776
